ما حقيقة مقتل اللاجئ العراقي سلوان موميكا في النرويج؟,fake,كذب,"
",
,fake,كذب,"
",
,fake,كذب,"
",
,fake,كذب,"
",
,fake,كذب,"
",
,fake,كذب,"
",
,fake,كذب,"
",
,fake,كذب,"
",
,fake,كذب,"
",
,fake,كذب,"
",
,fake,كذب,"
",
,fake,كذب,"
",السبت 06 كانون ثاني 2024
,fake,كذب,"
",الجمعة 05 كانون ثاني 2024
,fake,كذب,"
",الخميس 04 كانون ثاني 2024
,fake,كذب,"
",الاثنين 01 كانون ثاني 2024
,fake,كذب,"
",الأربعاء 27 كانون أول 2023
,fake,كذب,"
",الأحد 24 كانون أول 2023
,fake,كذب,"
",الجمعة 22 كانون أول 2023
الفيديو قديم وليس لفلسطينيين يزيفون جنازة لجذب انتباه وسائل الإعلام,fake,كذب,"
",الخميس 14 كانون أول 2023
,fake,كذب,"
",الأحد 10 كانون أول 2023
,fake,كذب,"
",السبت 09 كانون أول 2023
,fake,كذب,"
",الجمعة 08 كانون أول 2023
,fake,كذب,"
",الجمعة 08 كانون أول 2023
,fake,كذب,"
",الجمعة 10 تشرين ثاني 2023
,fake,كذب,"
",الاثنين 06 تشرين ثاني 2023
,fake,كذب,"
",الأحد 29 تشرين أول 2023
,fake,كذب,"
",
,fake,كذب,"
",الجمعة 20 تشرين أول 2023
,fake,كذب,"
",الأربعاء 18 تشرين أول 2023
,fake,كذب,"
",الثلاثاء 10 تشرين أول 2023
,fake,كذب,"
",السبت 16 أيلول 2023
,fake,كذب,"
",الثلاثاء 12 أيلول 2023
,fake,كذب,"
",الاثنين 04 أيلول 2023
,fake,كذب,"
",السبت 19 آب 2023
,fake,كذب,"
",السبت 19 آب 2023
,fake,كذب,"
",الخميس 17 آب 2023
الصورة قديمة وليست لفتاة قامت بدهس حبيبها السابق في القامشلي,fake,كذب,"
",الخميس 03 آب 2023
,fake,كذب,"
",الأحد 30 تموز 2023
,fake,كذب,"
",الاثنين 17 تموز 2023
,fake,كذب,"
",الاثنين 10 تموز 2023
,fake,كذب,"
",الاثنين 03 تموز 2023
,fake,كذب,"
",الأحد 25 حزيران 2023
,fake,كذب,"
",السبت 24 حزيران 2023
,fake,كذب,"
",الخميس 15 حزيران 2023
,fake,كذب,"
",الثلاثاء 30 أيار 2023
,fake,كذب,"
",الأربعاء 24 أيار 2023
,fake,كذب,"
",الأحد 21 أيار 2023
,fake,كذب,"
",السبت 13 أيار 2023
,fake,كذب,"
",الخميس 11 أيار 2023
,fake,كذب,"
",الثلاثاء 09 أيار 2023
,fake,كذب,"
",الاثنين 08 أيار 2023
,fake,كذب,"
",الأحد 07 أيار 2023
,fake,كذب,"
",الأربعاء 03 أيار 2023
,fake,كذب,"
",الجمعة 28 نيسان 2023
هل ستعيد KfC افتتاح فروعاً لها في سوريا مجدداً؟,fake,كذب,"
",الأربعاء 19 نيسان 2023
,fake,كذب,"
",السبت 15 نيسان 2023
,fake,كذب,"
",الجمعة 14 نيسان 2023
,fake,كذب,"
",الخميس 13 نيسان 2023
,fake,كذب,"
",السبت 08 نيسان 2023
,fake,كذب,"
استغلال الترند
استغل الحساب رواج مسلسل ""ابتسم أيها الجنرال"" هذه الأيام ليدخل الساحة ويثير الجدل بتغريدة حصدت نحو نصف مليون مشاهدة خلال يومين فقط وصف فيها الفنان السوري مكسيم خليل بـ ""الخائن"" وأن المسلسل الذي يعرض على قنوات قطرية هدفه ""تشويه صورة عائلة الأسد والقيادة والجيش"".
تغريدة حساب ""منال الأسد"" حول مسلسل ""ابتسم أيها الجنرال""
من هي منال؟
ذلك الانتشار جعل الكثيرين يسألون من هي ""منال الأسد""، وبدأت التكهنات والآراء، فنسب البعض هذا الحساب إلى منال الأسد زوجة ماهر الأسد، ونسبه آخرون إلى منال الأسد ابنة بديع الأسد، إلا أن كلا النسبتين غير صحيحتين.
فزوجة ماهر هي منال جدعان وهي الرئيسة الفخرية للاتحاد العربي السوري للفروسية، وظهرت منذ سنتين في لقاء مع ""صدى FM"" حول فعاليات دورة الوفاء للفروسية بنسختها الــ 25 المقامة في بالديماس بريف دمشق، وهي تختلف عن الفتاة الظاهرة صورتها في الحساب المعني.

أما منال بديع الأسد، والتي يطلق عليها أحيانا اسم رتاج، فهي أخت عمار الأسد عضو مجلس الشعب سابقاً، وزوجة العقيد فايز حسن جبور، ووالدة هبة ونور فايز جبور اللتين قتلتا في منطقة القرداحة عام 2019، وقد نشرت وزارة الداخلية حينها بياناً مقتضباً أكدت فيه القبض على القاتل وبدء التحقيقات. وهي ذاتها التي كثر الحديث عنها عام 2015 بعد تسريب محادثات غير أخلاقية مع الممثل الشهير بشار اسماعيل من قبل مجموعة تدعى ""قراصنة الثورة السورية""، وتضمن المقطع المصور الذي نشرته المجموعة ويوثق هذه المحادثات صورة لجواز سفر ""منال"" ويظهر فيها صورة شخصية لها بملامح تختلف بشكل كبير عن ملامح الفتاة التي تظهر في الصور التي يستخدمها الحساب..
صورة جواز ""منال بديع الأسد"" كما ظهرت في المقطع
علامة توثيق مدفوعة
بالعودة إلى تاريخ هذا الحساب الذي تقصينا حوله والذي يشترك بخدمة (Twitter blue) للحصول على شارة التوثيق وذلك لكسب المزيد من ثقة المتابعين، تبين لنا وجود حساب مشابه له على فيسبوك يحمل ذات الاسم ويضع نفس الصورة الشخصية، وكانت أول تغريدة له على موقع تويتر في نوفمبر 2022، ثم توقف لفترة وعاد للتغريد في الرابع عشر من الشهر الجاري.
أول تغريدة للحساب في تويتر
وانطلاقاً من وصف الحساب نجد أنه يدعي أن ""منال الأسد"" دبلوماسية في وزارة الخارجية السورية، إلا أن نتائج البحث المتقدم في المواقع الرسمية التابعة للنظام السوري بما فيها الموقع الرسمي لـ وزارة الخارجية السورية لم تظهر أي نتيجة تشير إلى وجود ممثلة دبلوماسية باسم ""منال الأسد""، ما ينفي صحة هذا الادعاء.
وبالاطلاع على تغريدات أخرى لذات الحساب، وجدنا تغريدة أخرى نشرت بتاريخ 18 آذار/مارس الجاري، تحدثت ""منال المزعومة"" فيها عن العقوبات التي فرضها الرئيس الأوكراني زيلينسكي ذلك اليوم على شخصيات عدة داعمة للغزو الروسي لأوكرانيا، مشيرةً إلا أن اسمها ذكر في قائمة العقوبات بالإضافة إلى 21 دبلوماسي سوري آخر، إلا أن ذلك غير صحيح أيضاً.
تغريدة الحساب حول العقوبات التي فرضها الرئيس الأوكراني
من خلال الاطلاع على  القرار الرئاسي الأوكراني ذو الرقم  №163/2023  الذي تجاوزت عدد صفحاته الـ 260 صفحة، تبين أن السوريين الذين شملتهم العقوبات ثلاثة أشخاص فقط، وهم: بشار الأسد وحسين عرنوس رئيس مجلس الوزراء وفيصل المقداد وزير الخارجية.
نتائج البحث عن كلمة (""Сирійської"" وتعني ""سوري"") في ملف القرار الرئاسي الأوكراني المتضمن للعقوبات
وبالاطلاع على منشورات الحساب على فيسبوك لاحظنا أنه نشر بتاريخ 24 نوفمبر 2022  صورة لذات الفتاة التي يستخدم الحساب صورتها بزعم أنها ""من أمام سفارة الجمهورية العربية السورية في اسطنبول""، إلا أن الصورة ملتقطة في العاصمة الفرنسية باريس ويظهر في الصورة قوس النصر بشكل واضح خلف الفتاة.
من هي صاحبة الصور؟
قاد البحث باستخدام أدوات تقنية مفتوحة المصدر تعتمد على آلية مطابقة الصور والوجوه إلى أن صاحبة الصور التي يستخدمها حساب ""منال الأسد"" مدونة مغربية تدعى كوثر وتعرف بلقب ""كاتيا عزيز"".
وأكدت كوثر من خلال تواصلنا معها أن الصور التي يستخدمها الحساب الانتحالي لها وملتقطة في ""شارع الشانزليزيه باريس"" مشيرة إلى أنها حاولت التواصل مع الحساب الذي يستخدم صورها وطالبته بحذفها إلا أنه قام بحظرها على الفور.



",السبت 01 نيسان 2023
,fake,كذب,"
",الجمعة 31 آذار 2023
,fake,كذب,"
",الخميس 30 آذار 2023
,fake,كذب,"
",الأحد 19 آذار 2023
,fake,كذب,"
",السبت 18 آذار 2023
,fake,كذب,"
",الجمعة 10 آذار 2023
,fake,كذب,"
",الاثنين 06 آذار 2023
,fake,كذب,"
",الاثنين 20 شباط 2023
,fake,كذب,"
",الأحد 19 شباط 2023
,fake,كذب,"
",الأحد 19 شباط 2023
,fake,كذب,"
",الجمعة 17 شباط 2023
,fake,كذب,"
",الأربعاء 15 شباط 2023
,fake,كذب,"
",الثلاثاء 24 كانون ثاني 2023
هل أشاد ليونيل ميسي بمستوى اللاعب السوري عمر السومة؟,fake,كذب,"
",الأحد 22 كانون ثاني 2023
,fake,كذب,"
",السبت 21 كانون ثاني 2023
,fake,كذب,"
",الأربعاء 11 كانون ثاني 2023
,fake,كذب,"
",الثلاثاء 10 كانون ثاني 2023
,fake,كذب,"
",الأربعاء 04 كانون ثاني 2023
,fake,كذب,"
",الأربعاء 04 كانون ثاني 2023
,fake,كذب,"
",الثلاثاء 27 كانون أول 2022
,fake,كذب,"
",الاثنين 26 كانون أول 2022
,fake,كذب,"
",الأحد 25 كانون أول 2022
,fake,كذب,"
",الأربعاء 14 كانون أول 2022
,fake,كذب,"
",السبت 10 كانون أول 2022
,fake,كذب,"
",الجمعة 02 كانون أول 2022
,fake,كذب,"
",السبت 26 تشرين ثاني 2022
,fake,كذب,"
",الاثنين 21 تشرين ثاني 2022
,fake,كذب,"
",الأحد 20 تشرين ثاني 2022
,fake,كذب,"
",الأحد 20 تشرين ثاني 2022
,fake,كذب,"
",الخميس 10 تشرين ثاني 2022
,fake,كذب,"
",الأحد 06 تشرين ثاني 2022
"هل أدان ""الاتحاد العالمي لعلماء المسلمين"" الاعتداء على رجال الأمن في إيران؟",fake,كذب,"
",السبت 05 تشرين ثاني 2022
,fake,كذب,"
",الأحد 30 تشرين أول 2022
,fake,كذب,"
",الأحد 30 تشرين أول 2022
,fake,كذب,"
",
,fake,كذب,"
",الأحد 23 تشرين أول 2022
,fake,كذب,"
",الاثنين 10 تشرين أول 2022
,fake,كذب,"
",الأربعاء 21 أيلول 2022
,fake,كذب,"
",الجمعة 09 أيلول 2022
,fake,كذب,"
",الثلاثاء 06 أيلول 2022
,fake,كذب,"
",الاثنين 05 أيلول 2022
,fake,كذب,"
",الجمعة 02 أيلول 2022
,fake,كذب,"
",الجمعة 26 آب 2022
,fake,كذب,"
",الخميس 25 آب 2022
,fake,كذب,"
",الثلاثاء 23 آب 2022
,fake,كذب,"
",الأحد 21 آب 2022
,fake,كذب,"
",الثلاثاء 16 آب 2022
,fake,كذب,"
",الاثنين 08 آب 2022
,fake,كذب,"
",الجمعة 05 آب 2022
هل نفت لونا الشبل دعم النظام السوري لـ راجي فلحوط في السويداء؟,fake,كذب,"
",الأربعاء 27 تموز 2022
,fake,كذب,"
",الجمعة 22 تموز 2022
,fake,كذب,"
",الجمعة 08 تموز 2022
,fake,كذب,"
",الجمعة 01 تموز 2022
,fake,كذب,"
",الأربعاء 29 حزيران 2022
,fake,كذب,"
",الثلاثاء 07 حزيران 2022
,fake,كذب,"
",الاثنين 06 حزيران 2022
,fake,كذب,"
",الاثنين 06 حزيران 2022
,fake,كذب,"
",الأحد 05 حزيران 2022
,fake,كذب,"
",الأحد 05 حزيران 2022
,fake,كذب,"
",الاثنين 30 أيار 2022
,fake,كذب,"
",الأحد 29 أيار 2022
,fake,كذب,"
",السبت 28 أيار 2022
,fake,كذب,"
",الجمعة 27 أيار 2022
,fake,كذب,"
",الاثنين 23 أيار 2022
,fake,كذب,"
",الثلاثاء 17 أيار 2022
,fake,كذب,"
",الأحد 15 أيار 2022
,fake,كذب,"
",السبت 14 أيار 2022
"ما حقيقة تعليق ""أبو تريكة"" على مقتل شيرين أبو عاقلة؟",fake,كذب,"
",الخميس 12 أيار 2022
,fake,كذب,"
",الاثنين 09 أيار 2022
,fake,كذب,"
",الاثنين 09 أيار 2022
,fake,كذب,"
",الاثنين 09 أيار 2022
,fake,كذب,"
",
,fake,كذب,"
",الجمعة 15 نيسان 2022
,fake,كذب,"
",الجمعة 08 نيسان 2022
,fake,كذب,"
",
,fake,كذب,"
",
,fake,كذب,"
",الخميس 31 آذار 2022
,fake,كذب,"
",الاثنين 28 آذار 2022
,fake,كذب,"
",السبت 26 آذار 2022
,fake,كذب,"
",الأربعاء 23 آذار 2022
,fake,كذب,"
",الثلاثاء 22 آذار 2022
,fake,كذب,"
",الجمعة 18 آذار 2022
,fake,كذب,"
",الخميس 17 آذار 2022
,fake,كذب,"
",الأربعاء 16 آذار 2022
,fake,كذب,"
",الأحد 13 آذار 2022
هل تُظهر هذه الصورة جثث من الجيش الروسي على شكل حرف Z في أوكرانيا؟,fake,كذب,"
",الأحد 13 آذار 2022
,fake,كذب,"
",السبت 12 آذار 2022
,fake,كذب,"
",السبت 12 آذار 2022
,fake,كذب,"
",الجمعة 11 آذار 2022
,fake,كذب,"
",
,fake,كذب,"
",
,fake,كذب,"
",الاثنين 07 آذار 2022
,fake,كذب,"
",الاثنين 07 آذار 2022
,fake,كذب,"
",الأحد 06 آذار 2022
,fake,كذب,"
",الأحد 06 آذار 2022
,fake,كذب,"
",السبت 05 آذار 2022
,fake,كذب,"
",السبت 05 آذار 2022
,fake,كذب,"
",الأربعاء 02 آذار 2022
,fake,كذب,"
",الأربعاء 02 آذار 2022
,fake,كذب,"
",الأربعاء 02 آذار 2022
,fake,كذب,"
",
,fake,كذب,"
",الثلاثاء 01 آذار 2022
,fake,كذب,"
",الثلاثاء 01 آذار 2022
هل شبهت مجلة التايم الأمريكية بوتين بهتلر في غلاف عددها الجديد؟,fake,كذب,"
",الاثنين 28 شباط 2022
,fake,كذب,"
",الاثنين 28 شباط 2022
,fake,كذب,"
",الأحد 27 شباط 2022
,fake,كذب,"
",الأحد 27 شباط 2022
