title,label,article_date,category_name,article_url,article_content
2024-04-13 21:14:10,middle-east,https://arabic.cnn.com/middle-east/article/2024/04/13/jordan-closes-its-airspace-to-aircraft-traffic-due-to-escalating-risks-in-the-region,"دبي، الإمارات العربية المتحدة (CNN)-- أعلنت هيئة تنظيم الطيران المدني في الأردن، السبت، إغلاق أجواء المملكة أمام حركة جميع الطائرات القادمة والمغادرة والعابرة للأجواء مؤقتًا، وذلك ""في ضوء تصاعد المخاطر المحيطة في المنطقة""، حسبما نقلت قناة ""المملكة"" الرسمية عن بيان للهيئة.
وقال بيان هيئة الطيران المدني في الأردن إنها ""اتخذت قرارًا بإغلاق الأجواء الأردنية أمام جميع الطائرات القادمة والمغادرة والعابرة للأجواء بشكل مؤقت ابتداءً من الساعة 20:00 بالتوقيت العالمي UTC اي 11:00 مساء بالتوقيت المحلي لعدة ساعات قادمة ويتم تحديث ذلك ومراجعته بشكل مستمر حسب التطورات"".
وأشار البيان إلى أن القرار جاء ""حفاظًا على سلامة وأمن الطيران المدني في الأجواء الأردنية، وفي ضوء تصاعد المخاطر المحيطة في المنطقة وبعد تقييم المخاطر وفقا للمعايير المتبعة عالميا""، حسب البيان.
يأتي هذا في غضون تصاعد التوتر في منطقة الشرق الأوسط، وسط تحذيرات من ضربة إيرانية محتملة للرد على هجوم إسرائيلي على القنصلية الإيرانية في دمشق.
في وقت سابق السبت، أعلن البيت الأبيض أن الرئيس الأمريكي، جو بايدن، قطع عطلته في شاطئ ريهوبوث بولاية ديلاوير، وأنه عاد إلى البيت الأبيض، السبت، ""للتشاور مع فريقه الخاص للأمن القومي بشأن الأحداث في الشرق الأوسط.
",2024-04-13 20:28:53,"

دبي، الإمارات العربية المتحدة (CNN)-- أعلنت هيئة تنظيم الطيران المدني في الأردن، السبت، إغلاق أجواء المملكة أمام حركة جميع الطائرات القادمة والمغادرة والعابرة للأجواء مؤقتًا، وذلك ""في ضوء تصاعد المخاطر المحيطة في المنطقة""، حسبما نقلت قناة ""المملكة"" الرسمية عن بيان للهيئة.
وقال بيان هيئة الطيران المدني في الأردن إنها ""اتخذت قرارًا بإغلاق الأجواء الأردنية أمام جميع الطائرات القادمة والمغادرة والعابرة للأجواء بشكل مؤقت ابتداءً من الساعة 20:00 بالتوقيت العالمي UTC اي 11:00 مساء بالتوقيت المحلي لعدة ساعات قادمة ويتم تحديث ذلك ومراجعته بشكل مستمر حسب التطورات"".
وأشار البيان إلى أن القرار جاء ""حفاظًا على سلامة وأمن الطيران المدني في الأجواء الأردنية، وفي ضوء تصاعد المخاطر المحيطة في المنطقة وبعد تقييم المخاطر وفقا للمعايير المتبعة عالميا""، حسب البيان.
يأتي هذا في غضون تصاعد التوتر في منطقة الشرق الأوسط، وسط تحذيرات من ضربة إيرانية محتملة للرد على هجوم إسرائيلي على القنصلية الإيرانية في دمشق.
في وقت سابق السبت، أعلن البيت الأبيض أن الرئيس الأمريكي، جو بايدن، قطع عطلته في شاطئ ريهوبوث بولاية ديلاوير، وأنه عاد إلى البيت الأبيض، السبت، ""للتشاور مع فريقه الخاص للأمن القومي بشأن الأحداث في الشرق الأوسط.
"
2024-04-13 21:19:15,middle-east,https://arabic.cnn.com/middle-east/article/2024/04/13/wh-condemns-irans-seizure-of-portuguese-flagged-cargo-ship,"(CNN)-- دعا البيت الأبيض إيران إلى الإفراج عن سفينة شحن ترفع العلم البرتغالي، استولت عليها، السبت، وقال إن الإدارة الأمريكية تدين ""بشدة"" احتجازها.
وقالت المتحدثة باسم مجلس الأمن القومي الأمريكي أدريان واتسون، في بيان: ""ندين بشدة استيلاء إيران على السفينة MSC AIRES المملوكة لبريطانيا والتي ترفع العلم البرتغالي في المياه الدولية. يتكون الطاقم من مواطنين هنود وفلبينيين وباكستانيين وروس وإستونيين"".
وأضافت واتسون: ""ندعو إيران إلى إطلاق سراح السفينة وطاقمها الدولي على الفور. يجب إدانتها بشكل لا لبس فيه، وسنعمل مع شركائنا لمحاسبة إيران على أفعالها"".
وذكرت وكالة الأنباء الإيرانية الرسمية (إرنا) أن الحرس الثوري الإيراني استولى على سفينة حاويات مرتبطة بإسرائيل في عملية بطائرة هليكوبتر بالقرب من مضيق هرمز، مع تصاعد التوتر بالفعل بعد أن حذّرت إيران من أنها سترد على ضربة إسرائيلية على قنصليتها في سوريا.
وأفادت الوكالة أن البحرية التابعة للحرس الثوري الإيراني استولت على السفينة، وأنه يتم ""إعادتها إلى المياه الإقليمية الإيرانية"".
وبحسب الوكالة، فإن السفينة تديرها شركة زودياك ماريتايم، وهي شركة مرتبطة برجل الأعمال الإسرائيلي إيال عوفر.
",,
2024-04-13 21:19:17,middle-east,https://arabic.cnn.com/middle-east/article/2024/04/13/israeli-settlers-mobilize-across-palestinian-west-bank,"القدس (CNN)-- قال شهود عيان لشبكة CNN، السبت، إن مئات المستوطنين الإسرائيليين يحاصرون بلدات فلسطينية، ويهاجمون السكان في جميع أنحاء الضفة الغربية المحتلة.
وأظهرت مقاطع فيديو حصلت عليها شبكة CNN، مستوطنين يشعلون النيران في منازل وسيارات في قرية دوما، جنوب شرق نابلس. وتظهر اللقطات دخانا كثيفا يملأ الهواء، فيما يطلق مستوطنون أعيرة نارية في المنطقة.
وذكر شهود عيان أن مستوطنين اقتحموا منازل الأهالي، مما أدى إلى وقوع مواجهات مع الفلسطينيين.
وفي أحد مقاطع الفيديو التي حصلت عليها شبكة CNN من دوما، وصف أحد الرجال الوضع بأنه ""حرب شوارع"".
وأظهرت مقاطع فيديو متداولة على مواقع التواصل الاجتماعي، مواجهات بين فلسطينيين ومستوطنين في قريتي دير دبوان وبيتين، شرق مدينة رام الله.
وشُوهد فلسطينيون وهم يلقون الحجارة على المستوطنين، بينما أطلقت مركبات عسكرية إسرائيلية الغاز المسيل للدموع لتفريق الحشود.
وأظهرت مقاطع فيديو حصلت عليها شبكة CNN، تواجدًا عسكريًا إسرائيليًا متزايدًا على حاجز قرب بلدة سنجل، شمال شرق رام الله.
وقال الهلال الأحمر الفلسطيني في بيان، السبت، إن أكثر من عشرة فلسطينيين وصلوا إلى المستشفيات في أنحاء الضفة الغربية، معظمهم أُصيبوا بإطلاق نار.
وأعلن الجيش الإسرائيلي، في بيان، السبت، العثور على جثة الصبي بنيامين أحيمائير في منطقة ملاخي هشالوم، موضحًا أنه قُتل في ""هجوم إرهابي"".
وأضاف بيان الجيش الإسرائيلي أن ""الحادث قيد المراجعة، وأن القوات الأمنية تواصل ملاحقة المشتبه بهم بتنفيذ الهجوم"".
ولم يتضح بعد سبب وفاة الصبي، ولم يقدم الجيش الإسرائيلي حتى الآن، أي دليل على أن هذا كان ""هجومًا إرهابيًا"". وتواصلت CNN مع الجيش الإسرائيلي من أجل التوضيح.
بدوره، حث وزير الدفاع الإسرائيلي يوآف غالانت، السبت، العامة على تجنب تطبيق القانون بأيديهم بعد أن عثرت القوات الإسرائيلية على جثة الصبي الإسرائيلي بنيامين أحيمائير (14 عاما) الذي أُعلن عن فقدانه، صباح الجمعة، في الضفة الغربية المحتلة.
وقال غالانت في منشور على منصة ""إكس""، تويتر سابقا: ""أناشد الجمهور أن يترك قوات الأمن للتحرك بسرعة لمطاردة الإرهابيين - الأعمال الانتقامية ستجعل الأمر صعبًا على جنودنا في مهمتهم - يجب ألا يُوضع القانون في أيدي أحد"".
ومن جانبه، وصف رئيس الوزراء الإسرائيلي، بنيامين نتنياهو، وفاة الصبي الإسرائيلي بـ""القتل البغيض""، وأنه ""جريمة خطيرة""، وقال: ""أرسل تعازيي القلبية لعائلته""، حسبما أعلن مكتبه في بيان.",,
2024-04-13 21:19:20,middle-east,https://arabic.cnn.com/middle-east/article/2024/04/13/cnn-team-witnesses-settler-attack-palestinian-village-west-bank,"(CNN)-- شهد فريق CNN دخول عشرات المستوطنين إلى قرية المغير الفلسطينية في الضفة الغربية المحتلة بعد ظهر السبت، بعد وقت قصير من العثور على جثة الصبي الإسرائيلي بنيامين أشمير، البالغ من العمر 14 عامًا.
وشهد الفريق مستوطنين وهم يشعلون النار في مبنى وسيارات. وأُطلقت عدة أعيرة نارية باتجاه الفلسطينيين في القرية، رغم أن شبكة CNN لم تتمكن على الفور من تأكيد من أطلق النار.
وفي وقت لاحق، وصلت قوات الجيش الإسرائيلي وشرطة الحدود إلى مكان الحادث وأطلقوا الغاز المسيل للدموع لتفريق الفلسطينيين والمستوطنين على حد سواء.
ويأتي الهجوم الأخير الذي شنه مستوطنون على القرية بعد يوم من وقوع هجوم كبير أدى إلى مقتل رجل فلسطيني.
ويبدو أن مستوطنين أطلقوا النار أيضًا على سيارة إطفاء وصلت لإخماد الحرائق، ما أدى إلى اشتعال النيران في السيارة، بحسب الفريق.
كما شهد فريق CNN أيضًا إصابة رجل برصاصة في ساقه، لكنه لم يتمكن على الفور من تأكيد من أطلق النار. وقال الهلال الأحمر الفلسطيني في بيان، السبت، إن فلسطينيًا من بلدة المُغير أُصيب بعيار ناري في فخذه ونُقل إلى المستشفى.
",,
2024-04-13 21:19:24,middle-east,https://arabic.cnn.com/middle-east/article/2024/04/13/saudi-security-arrests-a-citizen-harassed-a-woman-in-jeddah,"دبي، الإمارات العربية المتحدة (CNN)-- أعلن الأمن العام السعودي، السبت، القبض على مواطن سعودي في مدينة جدة لتحرشه بامرأة، كما نشر الأمن السعودي وشرطة مدينة جدة اسم المواطن المتحرش تشهيرا به.
وقال الأمن العام السعودي في منشور عبر حسابه الرسمي على منصة ""إكس""، تويتر سابقا: ""قبضت شرطة محافظة جدة على المواطن ناصر هادي حمد آل صلاح لتحرشه بامرأة"".

وأضاف منشور الأمن السعودي أنه ""جرى إيقافه واتخاذ الإجراءات النظامية بحقه، وإحالته إلى النيابة العامة"".
ومن جانبها، أعلنت شرطة جدة، في تدوينة نشرتها قناة ""الإخبارية"" السعودية، عبر حسابها الرسمي على منصة ""إكس""، أن ""شرطة منطقة مكة المكرمة ألقت القبض على المواطن ناصر هادي حمد آل صلاح لتحرشه بامرأة"".
ونشر الأمن العام السعودي صورة المواطن المعتقل وأرفقها بمنشوره عبر منصة ""إكس"".",,
2024-04-13 21:19:27,middle-east,https://arabic.cnn.com/middle-east/article/2024/04/13/israel-high-alert-iranian-aggression-idf-spokesperson,"
القدس (CNN)-- قال المتحدث باسم الجيش الإسرائيلي، دانييل هاغاري، في بيان بالفيديو صدر، السبت، إن إسرائيل في ""حالة تأهب قصوى"" تحسبا لـ""عدوان إيراني"".
وأضاف هاغاري أن ""إيران تمول وتدرب وتسلح وكلاء الإرهاب في جميع أنحاء الشرق الأوسط وخارجه""، زاعما أنها ""أكبر دولة راعية للإرهاب في العالم"".
وقال هاغاري إن إيران ""ستتحمل عواقب اختيارها تصعيد الوضع بشكل أكبر""، مضيفا أن إسرائيل زادت استعدادها لـ""حماية"" نفسها ""من المزيد من الاعتداءات الإيرانية، كما أننا مستعدون أيضا للرد"".
وفي الساعات الأولى من صباح السبت، استولت البحرية التابعة للحرس الثوري الإيراني على سفينة شحن في ""عملية بمروحية بالقرب من مضيق هرمز""، بحسب وكالة الأنباء الإيرانية الرسمية ""إرنا"".
وقال وزير الخارجية الإسرائيلي، إسرائيل كاتس، في منشور على منصة ""إكس""، تويتر سابقا، إن سفينة الشحن التي احتجزتها إيران تنتمي إلى دولة ""عضو في الاتحاد الأوروبي""، داعيا ""الاتحاد الأوروبي والعالم الحر إلى إعلان فيلق القدس بالحرس الثوري الإيراني على الفور، كمنظمة إرهابية وفرض عقوبات على إيران الآن"".",,
2024-04-13 21:19:30,middle-east,https://arabic.cnn.com/middle-east/article/2024/04/13/prime-minister-iraq-a-visit-to-washington,"
دبي، الإمارات العربية المتحدة (CNN)-- بدأ رئيس مجلس الوزراء العراقي، محمد شياع السوداني، السبت، زيارته إلى العاصمة الأمريكية، واشنطن، مؤكدا أنها ""تأتي في ظرف دقيق وحساس على مستوى العلاقات الثنائية ووضع المنطقة""، بحسب وكالة الأنباء العراقية ""واع"".
وأعلن المكتب الإعلامي لرئيس الوزراء في بيان، أن ""رئيس مجلس الوزراء محمد شياع السوداني، أدلى بتصريح صحفي قبيل مغادرته إلى الولايات المتحدة الأمريكية، صباح السبت، أكد فيه أن هذه الزيارة تأتي في ظرف دقيق وحساس على مستوى العلاقات مع الولايات المتحدة، وعلى مستوى ظروف المنطقة وما يحصل في الأراضي الفلسطينية تجاه الأبرياء، والمخاوف من اتساع نطاق الصراع"".
وأضاف السوداني بحسب البيان الذي أوردته وكالة ""واع"" أن ""هدف الزيارة هو الانتقال بالعلاقات مع الولايات المتحدة إلى مرحلة جديدة، تتضمن تفعيل بنود اتفاقية الإطار الاستراتيجي"".
وأكد أن ""لقاءه بالرئيس (الأمريكي جو) بايدن سيبحث ظروف المنطقة وما تشهده من تصعيد، والدور المشترك في العمل على التهدئة ومنع الصراع من الاتساع بما يؤثر على الاستقرار، كما يستعرض اللقاء عمل اللجنة العسكرية العليا بين العراق والتحالف الدولي، للوصول إلى جدول زمني لإنهاء مهمة التحالف والانتقال إلى علاقات ثنائية مع الدول المشاركة في التحالف""، بحسب وكالة الأنباء العراقية.
وأشار رئيس مجلس الوزراء  إلى أن ""الزيارة ستشهد لقاءات مع وزراء الخارجية والدفاع والخزانة الأمريكيين، ومستشار الأمن القومي، وغرفة التجارة الأمريكية وكبار المسؤولين في الشركات النفطية والصناعية""، طبقا للوكالة العراقية.",,
2024-04-13 21:19:34,middle-east,https://arabic.cnn.com/middle-east/article/2024/04/13/uae-defense-dropping-new-aid-to-gaza-egypt,"
دبي، الإمارات العربية المتحدة (CNN)-- أعلنت قيادة العمليات المشتركة في وزارة الدفاع الإماراتية في بيان، السبت، تنفيذ عملية ""طيور الخير"" الإسقاط الجوي الـ33 للمساعدات الإنسانية والإغاثية على شمال قطاع غزة، بالتعاون مع مصر.
وأضافت قيادة العمليات المشتركة في بيانها الذي نشرته عبر حسابها الرسمي على منصة ""إكس""، تويتر سابقا أن ""عملية الإسقاط شملت مشاركة طائرتي (C17) تابعتين للقوات الجوية لدولة الإمارات العربية المتحدة، وطائرتي (C295) تتبعان للقوات الجوية لجمهورية مصر العربية الشقيقة"".
وأوضحت قيادة العمليات المشتركة بوزارة الدفاع الإماراتية أن ""عمليات الإسقاط جرت فوق المناطق المعزولة التي يتعذر الوصول إليها شمال قطاع غزة، عبر 4 طائرات حملت 82 طناً من المساعدات الغذائية والإغاثية، ليصل بذلك إجمالي المساعدات التي تم إسقاطها منذ انطلاق عملية (طيور الخير) إلى 2107 أطنان من المساعدات الغذائية والإغاثية""، بحسب البيان.
وأشار البيان إلى أنه ""بذلك يتجاوز حجم المساعدات الإغاثية التي أرسلتها دولة الإمارات إلى شمال قطاع غزة براً عبر معبر كرم أبوسالم، وجواً عبر عملية طيور الخير حوالي 2477 طنا من المساعدات"".
وتأتي عملية ""طيور الخير"" ضمن إطار عملية ""الفارس الشهم 3"" لدعم الشعب الفلسطيني الشقيق في قطاع غزة، بحسب ما ذكرت وكالة الأنباء الإماراتية الرسمية ""وام"".
",,
2024-04-13 21:19:41,middle-east,https://arabic.cnn.com/middle-east/article/2024/04/13/vessel-have-been-seized-near-strait-of-hormuz,"(CNN)-- أكد موقع عمليات التجارة البحرية في المملكة المتحدة أو ما يُعرف بـ""UKMTO"" أن سفينة تم احتجازها من قبل ""سلطات إقليمية"" بالقرب من مضيق هرمز، السبت.
وذكرت وكالة أنباء ""تسنيم"" الإيرانية شبه الرسمية في تقرير: ""قوات بحرية الحرس الثوري ضبطت اليوم السبت، سفينة شحن في الخليج الفارسي""، زاعمة أنها ""تابعة لإسرائيل"".
وأضافت الوكالة الإيرانية: ""زعمت بعض المصادر الإخبارية أن سفينة الشحن هذه والتي تحمل اسم (MSC Aries)، ترفع العلم البرتغالي وترتبط بشركة (زودياك ماريتايم) ومقرها لندن، والتي يملكها الملياردير الإسرائيلي Eyal Ofer"".
وتواصلت CNN مع زودياك ماريتايم و إيال أوفير للتعليق.
ووفقا لتقرير UKMTO، وقع الحادث على بعد 50 ميلا بحريا شمال شرق الفجيرة، بالإمارات العربية المتحدة قبل الساعة 3 صباحًا بقليل من صباح السبت بالتوقيت العالمي (11 مساءً يوم الجمعة بالتوقيت الشرقي).
وجاء في تقرير الحادث: ""ننصح السفن بالعبور بحذر والإبلاغ عن أي نشاط مشبوه إلى UKMTO""، دون تقديم تفصيل إضافية.",,
2024-04-13 21:19:47,middle-east,https://arabic.cnn.com/middle-east/article/2024/04/13/saudi-security-arrests-bangladeshi-residents-quarrel,"
دبي، الإمارات العربية المتحدة (CNN)-- أعلن الأمن العام السعودي، السبت، أنه تم إلقاء القبض على مقيمين من الجنسية البنغلاديشية، بعد ظهورهم متجمعين في محتوى مرئي، والمشاجرة بينهم في مكان عام بسبب خلاف بينهم، وأكد إحالتهم إلى النيابة العامة.
وقال الأمن العام السعودي في منشور عبر حسابه الرسمي على منصة ""إكس""، تويتر سابقا، إن ""المتحدث الإعلامي بشرطة منطقة الرياض أعلن أنه إشارة إلى المحتوى المرئي المتداول ويظهر فيه تجمع ومشاجرة بين مقيمين من الجنسية البنغلاديشية في مكان عام لخلاف بينهم"".
وأردف منشور الأمن السعودي قائلا: ""فإنه بالتنسيق مع دوريات الأمن، تم القبض عليهم وإيقافهم، واتخاذ الإجراءات الجنائية بحقهم وإحالتهم إلى النيابة العامة"".

ونشر الأمن السعودي مقطع فيديو وصورا للمعتقلين من موقع ""سناب شات"" التابع لوزارة الداخلية السعودية، وأرفقها بمنشوره على منصة ""إكس"".",,
